uuid,cid,cmdLine,count,importedLibraries,iteration,localPrincipalUuid,parentSubjectUuid,privilegeLevel,properties,startTimestampNanos,subjectType,unitId
00000000-0000-0000-0000-00000bebc200,0,swapper/0,,,,00000000-0000-0000-0000-000000002710,00000000-0000-0000-0000-00000bebc200,,Map(username -> bbn| group -> | cred -> 1002/1002/1002/1002/1002/1002/1002/1002),1494261971351454000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc20b,1804,/usr/bin/nautilus,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261975548220000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc20c,1418,/usr/bin/nautilus,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261975548284000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc20d,3474,/bin/bash,,,,00000000-0000-0000-0000-000000002711,00000000-0000-0000-0000-00000bebc207,,Map(username -> theia| group -> | cred -> 1000/1000/1000/1000/1000/1000/1000/1000),1494261976263908000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc20e,761,/usr/sbin/avahi-daemon,,,,00000000-0000-0000-0000-000000002714,00000000-0000-0000-0000-00000bebc201,,Map(username -> avahi| group -> | cred -> 107/107/107/107/118/118/118/118),1494261977127280000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc20f,679,/bin/dbus-daemon,,,,00000000-0000-0000-0000-000000002715,00000000-0000-0000-0000-00000bebc201,,Map(username -> messagebus| group -> | cred -> 102/102/102/102/105/105/105/105),1494261978439941000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc210,2742,/usr/lib/i386-linux-gnu/colord/colord,,,,00000000-0000-0000-0000-000000002716,00000000-0000-0000-0000-00000bebc201,,Map(username -> colord| group -> | cred -> 103/103/103/103/108/108/108/108),1494261978440512000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc211,2710,/usr/lib/udisks/udisks-daemon,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978440717000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc212,864,/usr/sbin/lightdm,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261978440992000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc213,1278,/usr/sbin/lightdm,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc212,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261978441007000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc214,2614,/usr/bin/gnome-session,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc213,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261978441017000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc215,2697,/usr/bin/nm-applet,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc214,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261978441027000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc216,772,/usr/sbin/cupsd,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978441498000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc217,2699,/usr/bin/bluetooth-applet,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc214,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261978441616000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc218,1883,/usr/lib/ubuntu-geoip/ubuntu-geoip-provider,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261978441918000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc219,1288,/usr/lib/upower/upowerd,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978442121000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc21a,1149,/usr/lib/accountsservice/accounts-daemon,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978442328000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc21b,1023,/usr/sbin/console-kit-daemon,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978442513000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc21c,720,/usr/sbin/NetworkManager,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978442787000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc21d,2826,/usr/lib/ubuntu-geoip/ubuntu-geoip-provider,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261978444135000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc21e,2976,/usr/lib/telepathy/mission-control-5,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261978444392000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc21f,3475,/usr/sbin/console-kit-daemon,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc21b,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978445862000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc220,737,/usr/lib/policykit-1/polkitd,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978450255000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc221,712,/usr/sbin/modem-manager,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978451187000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc222,735,/usr/lib/policykit-1/polkitd,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978451510000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc223,3475,/bin/dash,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc223,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978493758000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc224,3476,/bin/dash,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc223,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978642330000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc225,3478,/usr/bin/cut,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc224,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978645652000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc226,3478,/usr/bin/cut,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc226,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978645657000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc227,3477,/usr/bin/getent,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc224,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978648153000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc228,3477,/usr/bin/getent,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc228,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978648159000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc229,3479,/bin/sed,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc223,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978739393000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc22a,3479,/bin/sed,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc22a,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978739395000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc22b,3480,/bin/rm,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc223,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978780010000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc22c,3480,/bin/rm,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc22c,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978780012000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc22d,1087,/usr/sbin/console-kit-daemon,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978798164000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc22e,2772,/usr/lib/indicator-session/indicator-session-service,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261978798501000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc22f,1024,/usr/sbin/console-kit-daemon,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261978798640000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc230,1898,/usr/bin/pulseaudio,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261978798691000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc231,3481,/bin/bash,,,,00000000-0000-0000-0000-000000002710,00000000-0000-0000-0000-00000bebc205,,Map(username -> bbn| group -> | cred -> 1002/1002/1002/1002/1002/1002/1002/1002),1494261979152218000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc232,3481,/bin/ls,,,,00000000-0000-0000-0000-000000002710,00000000-0000-0000-0000-00000bebc232,,Map(username -> bbn| group -> | cred -> 1002/1002/1002/1002/1002/1002/1002/1002),1494261979164823000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc233,722,/usr/sbin/NetworkManager,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261979464336000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc234,2722,/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc214,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261979465768000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc235,2702,/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc214,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261979466237000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc236,2720,/usr/lib/udisks/udisks-daemon,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261979466386000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc237,1292,/usr/lib/upower/upowerd,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261979466752000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc238,1150,/usr/lib/accountsservice/accounts-daemon,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261979467110000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc239,1088,/usr/sbin/console-kit-daemon,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc201,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261979467506000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc23a,2898,/usr/bin/zeitgeist-daemon,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261979482766000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc23b,2897,/usr/bin/zeitgeist-daemon,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261979483158000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc23c,3482,/bin/bash,,,,00000000-0000-0000-0000-000000002710,00000000-0000-0000-0000-00000bebc205,,Map(username -> bbn| group -> | cred -> 1002/1002/1002/1002/1002/1002/1002/1002),1494261980288748000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc23d,3482,/usr/bin/clear_console,,,,00000000-0000-0000-0000-000000002710,00000000-0000-0000-0000-00000bebc23d,,Map(username -> bbn| group -> | cred -> 1002/1002/1002/1002/1002/1002/1002/1002),1494261980300293000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc23e,3117,/usr/bin/update-notifier,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc214,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261980318250000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc23f,3483,/usr/sbin/console-kit-daemon,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc21b,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261980325154000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc240,3483,/bin/dash,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc240,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261980333233000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc241,3484,/usr/sbin/console-kit-daemon,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc21b,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261980340077000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc242,3484,/lib/udev/udev-acl,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc242,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494261980346929000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc243,2792,/usr/lib/indicator-datetime/indicator-datetime-service,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261980376656000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc244,2770,/usr/lib/indicator-datetime/indicator-datetime-service,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261980376806000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc245,1848,/usr/lib/indicator-datetime/indicator-datetime-service,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261980376904000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc246,1830,/usr/lib/indicator-datetime/indicator-datetime-service,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261980377021000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc247,1834,/usr/lib/indicator-session/indicator-session-service,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494261980377053000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc248,1416,/usr/lib/gnome-settings-daemon/gnome-settings-daemon,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262003548201000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc249,2661,/usr/lib/gnome-settings-daemon/gnome-settings-daemon,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc214,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262004522760000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc24a,3462,/usr/lib/deja-dup/deja-dup/deja-dup-monitor,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc214,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262009595896000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc24b,1665,/usr/sbin/dnsmasq,,,,00000000-0000-0000-0000-000000002718,00000000-0000-0000-0000-00000bebc21c,,Map(username -> nobody| group -> | cred -> 65534/65534/65534/65534/30/30/30/30),1494262009596419000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc24c,858,/usr/bin/whoopsie,,,,00000000-0000-0000-0000-000000002719,00000000-0000-0000-0000-00000bebc201,,Map(username -> whoopsie| group -> | cred -> 105/105/105/105/114/114/114/114),1494262009596813000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc24d,2934,/usr/bin/python2.7,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262012574684000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc24e,3485,/usr/bin/python2.7,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc24d,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262012574695000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc24f,1750,/usr/lib/indicator-applet/indicator-applet-complete,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262022313240000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc250,1751,/usr/lib/indicator-applet/indicator-applet-complete,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262022313721000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc251,1752,/usr/lib/indicator-applet/indicator-applet-complete,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262022314085000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc252,1509,/bin/dbus-daemon,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262022314207000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc253,1103,/usr/bin/Xtightvnc,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262022317886000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc254,2756,/usr/lib/unity/unity-panel-service,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262022560527000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc255,2757,/usr/lib/unity/unity-panel-service,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262022561933000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc256,2758,/usr/lib/unity/unity-panel-service,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262022562455000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc257,2653,/bin/dbus-daemon,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc201,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262022563350000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc258,2695,/usr/bin/unity-2d-panel,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc214,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262022641742000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc259,2691,/usr/bin/unity-2d-panel,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc214,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262022642312000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc25a,893,/usr/bin/Xorg,,,,00000000-0000-0000-0000-000000002717,00000000-0000-0000-0000-00000bebc212,,Map(username -> root| group -> | cred -> 0/0/0/0/0/0/0/0),1494262022646720000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc25b,2677,/usr/bin/metacity,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc214,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262022647443000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc25c,3486,/usr/lib/ubuntu-geoip/ubuntu-geoip-provider,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc21d,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262038549785000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc25d,3464,/usr/lib/deja-dup/deja-dup/deja-dup-monitor,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc214,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262067527730000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc25e,3466,/usr/lib/deja-dup/deja-dup/deja-dup-monitor,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc214,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262067527783000,SUBJECT_PROCESS,
00000000-0000-0000-0000-00000bebc25f,3487,/usr/bin/python2.7,,,,00000000-0000-0000-0000-000000002712,00000000-0000-0000-0000-00000bebc24d,,Map(username -> steve| group -> | cred -> 1004/1004/1004/1004/1004/1004/1004/1004),1494262072552703000,SUBJECT_PROCESS,
